param sigma
1 5 5.18
1 6 5.28
1 7 5.70
1 8 6.34
1 9 7.12
1 10 7.99
1 11 8.91
1 12 9.85
1 13 10.82
1 14 11.80
1 15 12.79
1 16 13.79
1 17 14.78
1 18 15.79
1 19 16.79
1 20 17.80
1 21 18.82
1 22 19.84
1 23 20.87
1 24 21.91
1 25 22.96
1 26 24.03
1 27 25.13
1 28 26.26
1 29 27.47
1 30 28.81
1 31 30.82
1 32 31.75
1 33 12.82
1 34 13.47
1 35 13.92
1 36 14.29
1 37 14.61
1 38 14.92
1 39 15.21
1 40 15.51
1 41 15.80
1 42 16.10
1 43 16.41
1 44 16.72
1 45 17.04
1 46 17.37
1 47 17.70
1 48 18.04
1 49 18.39
1 50 18.75
1 51 19.11
1 52 19.47
1 53 19.84
1 54 20.21
1 55 20.58
1 56 20.94
1 57 21.29
1 58 21.63
1 59 21.94
1 60 22.21
1 61 22.36
1 62 22.03
1 63 22.98
1 64 13.72
1 65 15.40
1 66 16.84
1 67 18.13
1 68 19.34
1 69 20.47
1 70 21.55
1 71 22.59
1 72 23.59
1 73 24.57
1 74 25.52
1 75 26.44
1 76 27.35
1 77 28.24
1 78 29.11
1 79 29.98
1 80 30.82
1 81 31.66
1 82 32.48
1 83 33.30
1 84 34.10
1 85 34.90
1 86 35.68
1 87 36.45
1 88 37.21
1 89 37.95
1 90 38.68
1 91 39.38
1 92 40.04
1 93 40.51
1 94 41.51
1 95 22.63
2 1 7.77
2 2 0.00
2 3 1.79
2 4 3.23
2 5 4.51
2 6 5.68
2 7 6.79
2 8 7.85
2 9 8.88
2 10 9.87
2 11 10.85
2 12 11.80
2 13 12.74
2 14 13.67
2 15 14.59
2 16 15.49
2 17 16.39
2 18 17.29
2 19 18.18
2 20 19.06
2 21 19.94
2 22 20.82
2 23 21.70
2 24 22.58
2 25 23.45
2 26 24.34
2 27 25.23
2 28 26.12
2 29 27.04
2 30 28.00
2 31 29.19
2 32 30.19
2 33 6.08
2 34 7.41
2 35 8.47
2 36 9.41
2 37 10.28
2 38 11.10
2 39 11.90
2 40 12.67
2 41 13.42
2 42 14.17
2 43 14.90
2 44 15.63
2 45 16.35
2 46 17.06
2 47 17.77
2 48 18.48
2 49 19.18
2 50 19.88
2 51 20.58
2 52 21.27
2 53 21.96
2 54 22.65
2 55 23.33
2 56 24.01
2 57 24.68
2 58 25.35
2 59 26.00
2 60 26.64
2 61 27.24
2 62 27.71
2 63 28.70
2 64 6.08
2 65 7.84
2 66 9.29
2 67 10.57
2 68 11.76
2 69 12.87
2 70 13.92
2 71 14.94
2 72 15.92
2 73 16.87
2 74 17.80
2 75 18.71
2 76 19.61
2 77 20.49
2 78 21.35
2 79 22.21
2 80 23.06
2 81 23.90
2 82 24.73
2 83 25.55
2 84 26.37
2 85 27.18
2 86 27.98
2 87 28.78
2 88 29.58
2 89 30.36
2 90 31.15
2 91 31.92
2 92 32.68
2 93 33.42
2 94 34.42
2 95 14.91
3 1 6.32
3 2 1.79
3 3 0.00
3 4 1.45
3 5 2.74
3 6 3.94
3 7 5.07
3 8 6.15
3 9 7.20
3 10 8.21
3 11 9.21
3 12 10.19
3 13 11.15
3 14 12.11
3 15 13.05
3 16 13.98
3 17 14.91
3 18 15.83
3 19 16.75
3 20 17.66
3 21 18.57
3 22 19.48
3 23 20.39
3 24 21.30
3 25 22.22
3 26 23.14
3 27 24.07
3 28 25.02
3 29 26.00
3 30 27.04
3 31 28.42
3 32 29.40
3 33 7.84
3 34 9.09
3 35 10.06
3 36 10.91
3 37 11.70
3 38 12.44
3 39 13.15
3 40 13.84
3 41 14.52
3 42 15.18
3 43 15.84
3 44 16.49
3 45 17.14
3 46 17.79
3 47 18.43
3 48 19.07
3 49 19.71
3 50 20.34
3 51 20.97
3 52 21.60
3 53 22.22
3 54 22.84
3 55 23.46
3 56 24.07
3 57 24.67
3 58 25.26
3 59 25.84
3 60 26.38
3 61 26.87
3 62 27.12
3 63 28.11
3 64 7.41
3 65 9.09
3 66 10.52
3 67 11.82
3 68 13.02
3 69 14.15
3 70 15.23
3 71 16.27
3 72 17.28
3 73 18.26
3 74 19.21
3 75 20.15
3 76 21.06
3 77 21.97
3 78 22.86
3 79 23.73
3 80 24.60
3 81 25.46
3 82 26.31
3 83 27.15
3 84 27.99
3 85 28.82
3 86 29.64
3 87 30.46
3 88 31.27
3 89 32.07
3 90 32.87
3 91 33.66
3 92 34.44
3 93 35.21
3 94 36.21
3 95 16.55
4 1 5.50
4 2 3.23
4 3 1.45
4 4 0.00
4 5 1.30
4 6 2.50
4 7 3.64
4 8 4.73
4 9 5.79
4 10 6.82
4 11 7.83
4 12 8.83
4 13 9.81
4 14 10.77
4 15 11.73
4 16 12.68
4 17 13.62
4 18 14.56
4 19 15.50
4 20 16.43
4 21 17.36
4 22 18.29
4 23 19.22
4 24 20.16
4 25 21.10
4 26 22.05
4 27 23.01
4 28 24.00
4 29 25.02
4 30 26.12
4 31 27.64
4 32 28.62
4 33 9.29
4 34 10.52
4 35 11.47
4 36 12.28
4 37 13.02
4 38 13.72
4 39 14.38
4 40 15.03
4 41 15.66
4 42 16.27
4 43 16.88
4 44 17.49
4 45 18.09
4 46 18.68
4 47 19.27
4 48 19.86
4 49 20.45
4 50 21.03
4 51 21.62
4 52 22.19
4 53 22.77
4 54 23.34
4 55 23.90
4 56 24.46
4 57 25.00
4 58 25.53
4 59 26.04
4 60 26.51
4 61 26.91
4 62 26.97
4 63 27.94
4 64 8.47
4 65 10.06
4 66 11.47
4 67 12.76
4 68 13.96
4 69 15.11
4 70 16.20
4 71 17.25
4 72 18.28
4 73 19.27
4 74 20.25
4 75 21.20
4 76 22.14
4 77 23.06
4 78 23.96
4 79 24.86
4 80 25.75
4 81 26.62
4 82 27.49
4 83 28.35
4 84 29.20
4 85 30.05
4 86 30.89
4 87 31.72
4 88 32.55
4 89 33.37
4 90 34.19
4 91 35.00
4 92 35.81
4 93 36.61
4 94 37.61
4 95 17.79
5 1 5.18
5 2 4.51
5 3 2.74
5 4 1.30
5 5 0.00
5 6 1.20
5 7 2.35
5 8 3.45
5 9 4.52
5 10 5.56
5 11 6.58
5 12 7.58
5 13 8.57
5 14 9.55
5 15 10.51
5 16 11.48
5 17 12.43
5 18 13.38
5 19 14.33
5 20 15.28
5 21 16.22
5 22 17.17
5 23 18.12
5 24 19.08
5 25 20.04
5 26 21.01
5 27 22.00
5 28 23.01
5 29 24.07
5 30 25.23
5 31 26.86
5 32 27.83
5 33 10.58
5 34 11.82
5 35 12.76
5 36 13.56
5 37 14.28
5 38 14.95
5 39 15.58
5 40 16.20
5 41 16.79
5 42 17.38
5 43 17.95
5 44 18.52
5 45 19.09
5 46 19.65
5 47 20.20
5 48 20.75
5 49 21.30
5 50 21.84
5 51 22.39
5 52 22.92
5 53 23.46
5 54 23.98
5 55 24.50
5 56 25.01
5 57 25.51
5 58 25.99
5 59 26.44
5 60 26.85
5 61 27.16
5 62 27.05
5 63 28.02
5 64 9.41
5 65 10.91
5 66 12.28
5 67 13.56
5 68 14.76
5 69 15.90
5 70 17.00
5 71 18.07
5 72 19.10
5 73 20.11
5 74 21.10
5 75 22.07
5 76 23.02
5 77 23.96
5 78 24.88
5 79 25.79
5 80 26.69
5 81 27.59
5 82 28.47
5 83 29.34
5 84 30.21
5 85 31.08
5 86 31.93
5 87 32.78
5 88 33.63
5 89 34.47
5 90 35.31
5 91 36.14
5 92 36.97
5 93 37.83
5 94 38.83
5 95 18.85
6 1 5.28
6 2 5.68
6 3 3.94
6 4 2.50
6 5 1.20
6 6 0.00
6 7 1.15
6 8 2.25
6 9 3.32
6 10 4.37
6 11 5.39
6 12 6.40
6 13 7.40
6 14 8.38
6 15 9.36
6 16 10.33
6 17 11.30
6 18 12.26
6 19 13.22
6 20 14.18
6 21 15.14
6 22 16.10
6 23 17.06
6 24 18.03
6 25 19.01
6 26 20.00
6 27 21.01
6 28 22.05
6 29 23.14
6 30 24.34
6 31 26.07
6 32 27.03
6 33 11.76
6 34 13.02
6 35 13.96
6 36 14.76
6 37 15.47
6 38 16.13
6 39 16.75
6 40 17.34
6 41 17.92
6 42 18.48
6 43 19.03
6 44 19.57
6 45 20.11
6 46 20.64
6 47 21.17
6 48 21.69
6 49 22.21
6 50 22.72
6 51 23.23
6 52 23.74
6 53 24.23
6 54 24.72
6 55 25.21
6 56 25.68
6 57 26.13
6 58 26.57
6 59 26.97
6 60 27.32
6 61 27.56
6 62 27.30
6 63 28.26
6 64 10.28
6 65 11.70
6 66 13.02
6 67 14.27
6 68 15.47
6 69 16.61
6 70 17.72
6 71 18.79
6 72 19.83
6 73 20.85
6 74 21.85
6 75 22.83
6 76 23.79
6 77 24.74
6 78 25.68
6 79 26.60
6 80 27.52
6 81 28.43
6 82 29.32
6 83 30.21
6 84 31.10
6 85 31.98
6 86 32.85
6 87 33.71
6 88 34.58
6 89 35.44
6 90 36.29
6 91 37.15
6 92 38.01
6 93 38.91
6 94 39.91
6 95 19.79
7 1 5.70
7 2 6.79
7 3 5.07
7 4 3.64
7 5 2.35
7 6 1.15
7 7 0.00
7 8 1.10
7 9 2.18
7 10 3.23
7 11 4.26
7 12 5.27
7 13 6.27
7 14 7.27
7 15 8.25
7 16 9.23
7 17 10.20
7 18 11.17
7 19 12.14
7 20 13.11
7 21 14.08
7 22 15.05
7 23 16.02
7 24 17.01
7 25 18.00
7 26 19.01
7 27 20.04
7 28 21.10
7 29 22.22
7 30 23.45
7 31 25.29
7 32 26.24
7 33 12.87
7 34 14.15
7 35 15.10
7 36 15.90
7 37 16.61
7 38 17.26
7 39 17.88
7 40 18.46
7 41 19.02
7 42 19.57
7 43 20.11
7 44 20.63
7 45 21.15
7 46 21.66
7 47 22.16
7 48 22.66
7 49 23.15
7 50 23.64
7 51 24.12
7 52 24.60
7 53 25.07
7 54 25.53
7 55 25.98
7 56 26.42
7 57 26.84
7 58 27.23
7 59 27.59
7 60 27.89
7 61 28.06
7 62 27.67
7 63 28.62
7 64 11.10
7 65 12.44
7 66 13.72
7 67 14.94
7 68 16.13
7 69 17.26
7 70 18.37
7 71 19.44
7 72 20.49
7 73 21.52
7 74 22.52
7 75 23.51
7 76 24.49
7 77 25.45
7 78 26.40
7 79 27.33
7 80 28.26
7 81 29.18
7 82 30.09
7 83 31.00
7 84 31.89
7 85 32.79
7 86 33.67
7 87 34.56
7 88 35.44
7 89 36.31
7 90 37.19
7 91 38.07
7 92 38.95
7 93 39.91
7 94 40.91
7 95 20.65
8 1 6.34
8 2 7.85
8 3 6.15
8 4 4.73
8 5 3.45
8 6 2.25
8 7 1.10
8 8 0.00
8 9 1.07
8 10 2.13
8 11 3.16
8 12 4.18
8 13 5.18
8 14 6.18
8 15 7.17
8 16 8.15
8 17 9.13
8 18 10.11
8 19 11.08
8 20 12.06
8 21 13.04
8 22 14.02
8 23 15.01
8 24 16.00
8 25 17.01
8 26 18.03
8 27 19.08
8 28 20.16
8 29 21.30
8 30 22.58
8 31 24.50
8 32 25.44
8 33 13.92
8 34 15.23
8 35 16.20
8 36 17.00
8 37 17.72
8 38 18.37
8 39 18.98
8 40 19.56
8 41 20.11
8 42 20.65
8 43 21.17
8 44 21.68
8 45 22.18
8 46 22.68
8 47 23.16
8 48 23.65
8 49 24.12
8 50 24.59
8 51 25.05
8 52 25.50
8 53 25.95
8 54 26.38
8 55 26.81
8 56 27.21
8 57 27.60
8 58 27.96
8 59 28.28
8 60 28.54
8 61 28.66
8 62 28.14
8 63 29.08
8 64 11.90
8 65 13.15
8 66 14.38
8 67 15.58
8 68 16.75
8 69 17.88
8 70 18.98
8 71 20.05
8 72 21.10
8 73 22.13
8 74 23.15
8 75 24.14
8 76 25.13
8 77 26.10
8 78 27.06
8 79 28.01
8 80 28.94
8 81 29.88
8 82 30.80
8 83 31.72
8 84 32.63
8 85 33.53
8 86 34.43
8 87 35.33
8 88 36.23
8 89 37.12
8 90 38.02
8 91 38.92
8 92 39.83
8 93 40.84
8 94 41.84
8 95 21.46
9 1 7.12
9 2 8.88
9 3 7.20
9 4 5.79
9 5 4.52
9 6 3.32
9 7 2.18
9 8 1.07
9 9 0.00
9 10 1.05
9 11 2.09
9 12 3.11
9 13 4.12
9 14 5.12
9 15 6.11
9 16 7.10
9 17 8.08
9 18 9.07
9 19 10.05
9 20 11.03
9 21 12.01
9 22 13.00
9 23 14.00
9 24 15.01
9 25 16.02
9 26 17.06
9 27 18.12
9 28 19.22
9 29 20.39
9 30 21.70
9 31 23.70
9 32 24.63
9 33 14.94
9 34 16.27
9 35 17.25
9 36 18.07
9 37 18.79
9 38 19.44
9 39 20.05
9 40 20.63
9 41 21.18
9 42 21.71
9 43 22.22
9 44 22.73
9 45 23.22
9 46 23.70
9 47 24.17
9 48 24.64
9 49 25.10
9 50 25.55
9 51 25.99
9 52 26.43
9 53 26.85
9 54 27.27
9 55 27.67
9 56 28.05
9 57 28.41
9 58 28.75
9 59 29.03
9 60 29.25
9 61 29.31
9 62 28.70
9 63 29.62
9 64 12.67
9 65 13.84
9 66 15.03
9 67 16.20
9 68 17.34
9 69 18.46
9 70 19.55
9 71 20.63
9 72 21.68
9 73 22.71
9 74 23.73
9 75 24.73
9 76 25.72
9 77 26.70
9 78 27.67
9 79 28.63
9 80 29.58
9 81 30.52
9 82 31.45
9 83 32.38
9 84 33.31
9 85 34.23
9 86 35.14
9 87 36.05
9 88 36.96
9 89 37.87
9 90 38.79
9 91 39.71
9 92 40.65
9 93 41.72
9 94 42.71
9 95 22.22
10 1 7.99
10 2 9.87
10 3 8.21
10 4 6.82
10 5 5.56
10 6 4.37
10 7 3.23
10 8 2.13
10 9 1.05
10 10 0.00
10 11 1.04
10 12 2.06
10 13 3.07
10 14 4.07
10 15 5.07
10 16 6.06
10 17 7.05
10 18 8.04
10 19 9.02
10 20 10.01
10 21 11.00
10 22 12.00
10 23 13.00
10 24 14.02
10 25 15.05
10 26 16.10
10 27 17.17
10 28 18.29
10 29 19.48
10 30 20.82
10 31 22.91
10 32 23.83
10 33 15.92
10 34 17.28
10 35 18.28
10 36 19.10
10 37 19.83
10 38 20.49
10 39 21.10
10 40 21.68
10 41 22.23
10 42 22.76
10 43 23.27
10 44 23.76
10 45 24.25
10 46 24.72
10 47 25.19
10 48 25.64
10 49 26.09
10 50 26.53
10 51 26.96
10 52 27.38
10 53 27.78
10 54 28.18
10 55 28.56
10 56 28.92
10 57 29.26
10 58 29.57
10 59 29.83
10 60 30.01
10 61 30.03
10 62 29.31
10 63 30.22
10 64 13.42
10 65 14.51
10 66 15.65
10 67 16.79
10 68 17.92
10 69 19.02
10 70 20.11
10 71 21.18
10 72 22.23
10 73 23.26
10 74 24.28
10 75 25.29
10 76 26.29
10 77 27.27
10 78 28.25
10 79 29.22
10 80 30.17
10 81 31.13
10 82 32.07
10 83 33.01
10 84 33.94
10 85 34.88
10 86 35.80
10 87 36.73
10 88 37.66
10 89 38.58
10 90 39.51
10 91 40.46
10 92 41.42
10 93 42.55
10 94 43.54
10 95 22.95
11 1 8.91
11 2 10.85
11 3 9.21
11 4 7.83
11 5 6.58
11 6 5.39
11 7 4.26
11 8 3.16
11 9 2.09
11 10 1.04
11 11 0.00
11 12 1.02
11 13 2.04
11 14 3.04
11 15 4.04
11 16 5.03
11 17 6.03
11 18 7.02
11 19 8.01
11 20 9.00
11 21 10.00
11 22 11.00
11 23 12.01
11 24 13.04
11 25 14.08
11 26 15.14
11 27 16.22
11 28 17.36
11 29 18.57
11 30 19.94
11 31 22.11
11 32 23.01
11 33 16.87
11 34 18.26
11 35 19.27
11 36 20.11
11 37 20.85
11 38 21.52
11 39 22.13
11 40 22.71
11 41 23.26
11 42 23.79
11 43 24.30
11 44 24.79
11 45 25.27
11 46 25.74
11 47 26.20
11 48 26.65
11 49 27.08
11 50 27.51
11 51 27.93
11 52 28.34
11 53 28.73
11 54 29.11
11 55 29.48
11 56 29.82
11 57 30.14
11 58 30.43
11 59 30.66
11 60 30.81
11 61 30.79
11 62 29.99
11 63 30.89
11 64 14.17
11 65 15.18
11 66 16.27
11 67 17.38
11 68 18.48
11 69 19.57
11 70 20.65
11 71 21.71
11 72 22.76
11 73 23.79
11 74 24.81
11 75 25.82
11 76 26.83
11 77 27.82
11 78 28.80
11 79 29.77
11 80 30.74
11 81 31.70
11 82 32.65
11 83 33.60
11 84 34.55
11 85 35.49
11 86 36.43
11 87 37.37
11 88 38.31
11 89 39.25
11 90 40.20
11 91 41.17
11 92 42.16
11 93 43.34
11 94 44.33
11 95 23.65
12 1 9.85
12 2 11.80
12 3 10.19
12 4 8.83
12 5 7.58
12 6 6.40
12 7 5.27
12 8 4.18
12 9 3.11
12 10 2.06
12 11 1.02
12 12 0.00
12 13 1.01
12 14 2.02
12 15 3.02
12 16 4.02
12 17 5.01
12 18 6.01
12 19 7.00
12 20 8.00
12 21 9.00
12 22 10.01
12 23 11.03
12 24 12.06
12 25 13.11
12 26 14.18
12 27 15.28
12 28 16.43
12 29 17.66
12 30 19.06
12 31 21.30
12 32 22.20
12 33 17.80
12 34 19.21
12 35 20.25
12 36 21.10
12 37 21.85
12 38 22.52
12 39 23.15
12 40 23.73
12 41 24.29
12 42 24.81
12 43 25.32
12 44 25.82
12 45 26.29
12 46 26.76
12 47 27.21
12 48 27.65
12 49 28.08
12 50 28.50
12 51 28.91
12 52 29.31
12 53 29.69
12 54 30.06
12 55 30.41
12 56 30.74
12 57 31.04
12 58 31.31
12 59 31.52
12 60 31.64
12 61 31.59
12 62 30.71
12 63 31.60
12 64 14.90
12 65 15.84
12 66 16.88
12 67 17.95
12 68 19.03
12 69 20.11
12 70 21.17
12 71 22.22
12 72 23.27
12 73 24.30
12 74 25.32
12 75 26.34
12 76 27.34
12 77 28.33
12 78 29.32
12 79 30.30
12 80 31.28
12 81 32.24
12 82 33.21
12 83 34.17
12 84 35.12
12 85 36.08
12 86 37.03
12 87 37.98
12 88 38.93
12 89 39.89
12 90 40.86
12 91 41.84
12 92 42.86
12 93 44.09
12 94 45.09
12 95 24.33
13 1 10.82
13 2 12.74
13 3 11.15
13 4 9.81
13 5 8.57
13 6 7.40
13 7 6.27
13 8 5.18
13 9 4.12
13 10 3.07
13 11 2.04
13 12 1.01
13 13 0.00
13 14 1.01
13 15 2.01
13 16 3.01
13 17 4.00
13 18 5.00
13 19 6.00
13 20 7.00
13 21 8.01
13 22 9.02
13 23 10.05
13 24 11.08
13 25 12.14
13 26 13.22
13 27 14.33
13 28 15.50
13 29 16.75
13 30 18.18
13 31 20.49
13 32 21.38
13 33 18.71
13 34 20.15
13 35 21.20
13 36 22.07
13 37 22.83
13 38 23.51
13 39 24.14
13 40 24.73
13 41 25.29
13 42 25.83
13 43 26.34
13 44 26.83
13 45 27.31
13 46 27.77
13 47 28.22
13 48 28.66
13 49 29.08
13 50 29.50
13 51 29.90
13 52 30.29
13 53 30.66
13 54 31.02
13 55 31.36
13 56 31.68
13 57 31.97
13 58 32.22
13 59 32.41
13 60 32.51
13 61 32.42
13 62 31.48
13 63 32.36
13 64 15.63
13 65 16.49
13 66 17.49
13 67 18.52
13 68 19.57
13 69 20.63
13 70 21.68
13 71 22.73
13 72 23.76
13 73 24.79
13 74 25.82
13 75 26.83
13 76 27.83
13 77 28.83
13 78 29.82
13 79 30.81
13 80 31.79
13 81 32.77
13 82 33.74
13 83 34.70
13 84 35.67
13 85 36.63
13 86 37.60
13 87 38.56
13 88 39.53
13 89 40.50
13 90 41.48
13 91 42.49
13 92 43.53
13 93 44.82
13 94 45.81
13 95 24.99
14 1 11.80
14 2 13.67
14 3 12.11
14 4 10.77
14 5 9.55
14 6 8.38
14 7 7.27
14 8 6.18
14 9 5.12
14 10 4.07
14 11 3.04
14 12 2.02
14 13 1.01
14 14 0.00
14 15 1.00
14 16 2.00
14 17 3.00
14 18 4.00
14 19 5.00
14 20 6.01
14 21 7.02
14 22 8.04
14 23 9.07
14 24 10.11
14 25 11.17
14 26 12.26
14 27 13.38
14 28 14.56
14 29 15.83
14 30 17.29
14 31 19.68
14 32 20.55
14 33 19.61
14 34 21.06
14 35 22.13
14 36 23.02
14 37 23.79
14 38 24.49
14 39 25.13
14 40 25.72
14 41 26.29
14 42 26.83
14 43 27.34
14 44 27.83
14 45 28.31
14 46 28.77
14 47 29.22
14 48 29.66
14 49 30.08
14 50 30.49
14 51 30.89
14 52 31.27
14 53 31.64
14 54 31.99
14 55 32.32
14 56 32.63
14 57 32.91
14 58 33.14
14 59 33.32
14 60 33.40
14 61 33.28
14 62 32.28
14 63 33.15
14 64 16.35
14 65 17.14
14 66 18.09
14 67 19.09
14 68 20.11
14 69 21.15
14 70 22.18
14 71 23.22
14 72 24.25
14 73 25.27
14 74 26.29
14 75 27.31
14 76 28.31
14 77 29.31
14 78 30.31
14 79 31.30
14 80 32.28
14 81 33.27
14 82 34.24
14 83 35.22
14 84 36.19
14 85 37.17
14 86 38.14
14 87 39.12
14 88 40.10
14 89 41.08
14 90 42.08
14 91 43.11
14 92 44.18
14 93 45.52
14 94 46.51
14 95 25.63
15 1 12.79
15 2 14.59
15 3 13.05
15 4 11.73
15 5 10.51
15 6 9.36
15 7 8.25
15 8 7.17
15 9 6.11
15 10 5.07
15 11 4.04
15 12 3.02
15 13 2.01
15 14 1.00
15 15 0.00
15 16 1.00
15 17 2.00
15 18 3.00
15 19 4.00
15 20 5.01
15 21 6.03
15 22 7.05
15 23 8.08
15 24 9.13
15 25 10.20
15 26 11.30
15 27 12.43
15 28 13.62
15 29 14.91
15 30 16.39
15 31 18.86
15 32 19.71
15 33 20.49
15 34 21.97
15 35 23.06
15 36 23.96
15 37 24.74
15 38 25.45
15 39 26.10
15 40 26.70
15 41 27.27
15 42 27.82
15 43 28.33
15 44 28.83
15 45 29.31
15 46 29.78
15 47 30.23
15 48 30.66
15 49 31.08
15 50 31.49
15 51 31.88
15 52 32.26
15 53 32.63
15 54 32.97
15 55 33.30
15 56 33.59
15 57 33.86
15 58 34.08
15 59 34.25
15 60 34.31
15 61 34.17
15 62 33.12
15 63 33.98
15 64 17.06
15 65 17.79
15 66 18.68
15 67 19.64
15 68 20.64
15 69 21.66
15 70 22.68
15 71 23.70
15 72 24.72
15 73 25.74
15 74 26.76
15 75 27.77
15 76 28.77
15 77 29.78
15 78 30.77
15 79 31.77
15 80 32.76
15 81 33.75
15 82 34.73
15 83 35.71
15 84 36.70
15 85 37.68
15 86 38.66
15 87 39.65
15 88 40.64
15 89 41.64
15 90 42.66
15 91 43.70
15 92 44.80
15 93 46.19
15 94 47.18
15 95 26.25
16 1 13.79
16 2 15.49
16 3 13.98
16 4 12.68
16 5 11.48
16 6 10.33
16 7 9.23
16 8 8.15
16 9 7.10
16 10 6.06
16 11 5.03
16 12 4.02
16 13 3.01
16 14 2.00
16 15 1.00
16 16 0.00
16 17 1.00
16 18 2.00
16 19 3.01
16 20 4.02
16 21 5.03
16 22 6.06
16 23 7.10
16 24 8.15
16 25 9.23
16 26 10.33
16 27 11.48
16 28 12.68
16 29 13.98
16 30 15.49
16 31 18.03
16 32 18.87
16 33 21.35
16 34 22.86
16 35 23.96
16 36 24.88
16 37 25.68
16 38 26.40
16 39 27.06
16 40 27.67
16 41 28.25
16 42 28.80
16 43 29.32
16 44 29.82
16 45 30.31
16 46 30.77
16 47 31.22
16 48 31.66
16 49 32.08
16 50 32.49
16 51 32.88
16 52 33.26
16 53 33.62
16 54 33.96
16 55 34.28
16 56 34.57
16 57 34.83
16 58 35.04
16 59 35.19
16 60 35.24
16 61 35.09
16 62 33.99
16 63 34.84
16 64 17.77
16 65 18.43
16 66 19.27
16 67 20.20
16 68 21.17
16 69 22.16
16 70 23.16
16 71 24.17
16 72 25.19
16 73 26.20
16 74 27.21
16 75 28.22
16 76 29.22
16 77 30.23
16 78 31.22
16 79 32.22
16 80 33.22
16 81 34.21
16 82 35.20
16 83 36.19
16 84 37.18
16 85 38.17
16 86 39.16
16 87 40.16
16 88 41.16
16 89 42.18
16 90 43.21
16 91 44.27
16 92 45.40
16 93 46.85
16 94 47.83
16 95 26.87
17 1 14.78
17 2 16.39
17 3 14.91
17 4 13.62
17 5 12.43
17 6 11.30
17 7 10.20
17 8 9.13
17 9 8.08
17 10 7.05
17 11 6.03
17 12 5.01
17 13 4.00
17 14 3.00
17 15 2.00
17 16 1.00
17 17 0.00
17 18 1.00
17 19 2.01
17 20 3.02
17 21 4.04
17 22 5.07
17 23 6.11
17 24 7.17
17 25 8.25
17 26 9.36
17 27 10.51
17 28 11.73
17 29 13.05
17 30 14.59
17 31 17.19
17 32 18.02
17 33 22.21
17 34 23.73
17 35 24.86
17 36 25.79
17 37 26.60
17 38 27.33
17 39 28.00
17 40 28.63
17 41 29.22
17 42 29.77
17 43 30.30
17 44 30.81
17 45 31.30
17 46 31.77
17 47 32.22
17 48 32.66
17 49 33.08
17 50 33.49
17 51 33.88
17 52 34.26
17 53 34.62
17 54 34.95
17 55 35.27
17 56 35.55
17 57 35.81
17 58 36.01
17 59 36.16
17 60 36.19
17 61 36.02
17 62 34.89
17 63 35.73
17 64 18.48
17 65 19.07
17 66 19.86
17 67 20.75
17 68 21.69
17 69 22.66
17 70 23.64
17 71 24.64
17 72 25.64
17 73 26.65
17 74 27.65
17 75 28.65
17 76 29.66
17 77 30.66
17 78 31.66
17 79 32.66
17 80 33.66
17 81 34.65
17 82 35.65
17 83 36.64
17 84 37.64
17 85 38.64
17 86 39.64
17 87 40.65
17 88 41.67
17 89 42.69
17 90 43.74
17 91 44.82
17 92 45.97
17 93 47.48
17 94 48.46
17 95 27.47
18 1 15.79
18 2 17.29
18 3 15.83
18 4 14.56
18 5 13.38
